asn,description,total_ipv4,observed_bad_ipv4_unique,observed_bad_ipv4_weighted,abuse_ratio_unique_pct,abuse_ratio_weighted_pct,distinct_feeds,distinct_feed_families,maliciousness_score,confidence_score,category,operator_profile,operator_tags,recommended_action,spamhaus_asndrop_flag,community_bad_asn_flag,known_scanner_flag,score_density,score_volume,score_diversity,score_severity,score_persistence,score_routing,score_context_adjustment,routing_risk_score,rpki_risk_score,spamhaus_drop_ipv4_weighted,threatfox_ipport_recent_ipv4_weighted,urlhaus_recent_urls_ipv4_weighted,openphish_feed_ipv4_weighted,ripe_first_seen_utc,ripe_last_seen_utc,ripe_visibility_v4_pct,ripe_announced_prefixes_v4,ripe_announced_ipv4,ripe_observed_neighbours,ripe_rpki_total_prefixes_v4,ripe_rpki_prefixes_checked_v4,ripe_rpki_valid_prefixes_v4,ripe_rpki_invalid_asn_prefixes_v4,ripe_rpki_invalid_length_prefixes_v4,ripe_rpki_invalid_prefixes_v4,ripe_rpki_unknown_prefixes_v4,ripe_rpki_coverage_pct_v4,ripe_rpki_partial_flag,first_seen_utc,last_seen_utc,runs_seen_30d,days_observed_30d,reasons
AS31561,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS2702,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-05-01T22:15:09.479402+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS6186,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS266724,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS133320,IN - ALPHA-AS-AP Alpha InfoLab Private limited,256,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS215183,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS201836,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS17447,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS204552,UA - POPILNYANET-AS,2816,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS61003,CA - GLOBALTELEHOST,512,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-06-12T22:11:19.640597+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS150091,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS47945,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS141803,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS131831,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS209961,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS211238,SC - DCYBER,256,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS151604,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS201249,AL - IPRO,1024,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS147269,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-05-15T22:03:58.569583+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS6060,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS329007,AO - ELENDE,1024,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS210240,RU - NTC-AS,512,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS152170,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS400171,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS20724,CA - GLOBALTELEHOST,2560,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-06-12T22:11:19.640597+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS400641,US - IPV4HOLDINGS,256,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-06-12T22:11:19.640597+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS202481,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS206413,MD - COLOCATION,256,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS26833,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-06-19T22:18:51.399555+00:00,2026-07-10T22:25:19.321862+00:00,4,4,Listed in Spamhaus ASN-DROP
AS210714,TR - KIM-AS,256,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS198926,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS206560,MD - SKYSCANNER,256,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS212666,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS140208,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS200699,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS43613,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS206623,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS147211,IN - PRAGATHI-AS-IN PRAGATHI ENTERPRISES,512,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS42419,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS198071,GB - Berch Solutions Limited,512,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-04-17T22:04:11.353018+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS51124,UA - ITPLUS-UA-AS,512,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS206644,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS206750,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS208317,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS211199,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS400506,US - BAIAS,1280,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS6729,NL - DEMENIN-AS,256,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS133668,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS150813,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS147291,PK - KHALIDGROUP-AS-AP KHALID GROUP,256,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS205745,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS201813,MD - HOSTING,768,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS33042,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS209982,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS50236,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS200010,TR - VISLOM,256,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS209963,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS210530,SC - IP2CON,256,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS204610,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS213753,NL - INTEREDGE,512,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS150030,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS203044,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-05-22T22:12:48.375147+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS206744,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS152192,Unknown,0,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
AS213389,UA - ASPODOLSK,512,0,0,0.000000,0.000000,1,1,100,100,hard_block,bulletproof_or_privacy_hosting,bulletproof_or_privacy_hosting,hard_block,1,0,0,35,15,15,10,10,0,15,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2026-03-20T08:46:48.782038+00:00,2026-07-10T22:25:19.321862+00:00,5,5,Listed in Spamhaus ASN-DROP
